n,carat,cut,color,clarity,depth,table,price,x,y,z
39816,0.4,Ideal,G,VVS1,61.7,57,1097,4.71,4.74,2.91
39819,0.3,Premium,E,IF,61,59,1097,4.33,4.29,2.63
39822,0.38,Ideal,E,VVS2,62.4,56,1097,4.69,4.63,2.91
39828,0.39,Premium,E,VS1,59.6,60,1097,4.75,4.72,2.82
39835,0.51,Very Good,E,SI2,62,57,1098,5.09,5.13,3.17
39836,0.51,Ideal,E,SI2,61,56,1098,5.16,5.2,3.16
39837,0.38,Very Good,E,VVS1,62.4,57,1098,4.62,4.71,2.91
39838,0.51,Very Good,E,SI2,60.3,56,1098,5.19,5.22,3.14
39845,0.41,Ideal,H,IF,61.1,54,1099,4.8,4.85,2.95
39852,0.38,Ideal,E,VVS2,61.6,55,1100,4.63,4.66,2.86
39859,0.55,Ideal,J,SI1,60.9,57,1100,5.24,5.3,3.21
39860,0.41,Ideal,H,IF,61.8,55,1100,4.79,4.82,2.97
39861,0.51,Very Good,G,SI2,63.2,57,1100,5.07,5.03,3.19
39863,0.38,Ideal,F,VVS1,62.3,54.1,1101,4.63,4.66,2.9
39865,0.39,Ideal,G,IF,61.9,54,1101,4.67,4.73,2.91
39869,0.42,Ideal,H,VVS2,61.9,55,1102,4.83,4.86,3
39874,0.45,Fair,F,VS2,65.8,55,1102,4.81,4.73,3.14
39875,0.33,Very Good,E,VVS1,61.5,57,1103,4.44,4.48,2.75
39876,0.37,Ideal,E,VVS1,61.5,56,1103,4.59,4.64,2.84
39880,0.42,Ideal,G,VVS2,61.3,56,1103,4.82,4.81,2.95
39882,0.42,Ideal,G,VVS2,62.7,56,1103,4.77,4.74,2.98
39888,0.42,Ideal,F,VS1,60.9,57,1103,4.88,4.84,2.96
39890,0.42,Ideal,F,VS1,61,57,1103,4.87,4.84,2.96
39897,0.42,Premium,F,VS1,61.9,55,1103,4.82,4.78,2.97
39899,0.42,Ideal,D,VS2,61.8,56,1103,4.84,4.8,2.98
39906,0.56,Premium,G,SI2,59.6,58,1103,5.42,5.35,3.21
39910,0.5,Ideal,E,SI2,62.6,56,1104,5.05,5.11,3.18
39913,0.4,Ideal,G,VS1,62.9,55,1104,4.76,4.71,2.98
39914,0.73,Fair,H,I1,66.2,56,1104,5.62,5.46,3.69
39917,0.45,Ideal,G,VVS2,61.8,57,1105,4.9,4.94,3.04
39918,0.42,Very Good,E,VS1,62.1,55,1105,4.81,4.85,3
39924,0.42,Premium,E,VS1,62.2,59,1105,4.76,4.79,2.97
39930,0.31,Ideal,E,VVS1,61.5,56,1105,4.34,4.37,2.68
39931,0.35,Very Good,I,VS2,61.7,57,491,4.52,4.56,2.8
39935,0.24,Very Good,F,VVS2,61.9,56,492,3.97,4.01,2.47
39936,0.23,Very Good,D,VVS2,62.5,58,492,3.89,3.92,2.44
39937,0.24,Very Good,D,VVS2,62.9,59,492,3.95,3.97,2.49
39940,0.24,Very Good,D,VVS1,61.9,54,492,3.99,4.02,2.48
39943,0.23,Very Good,E,IF,59.9,58,492,3.98,4.03,2.4
39945,0.24,Good,F,VVS2,65,58,492,3.89,3.93,2.54
39946,0.24,Good,E,VVS2,65,58,492,3.85,3.9,2.52
39947,0.24,Good,F,VVS1,64.8,57,492,3.9,3.94,2.54
39950,0.24,Good,F,IF,65.1,58,492,3.86,3.88,2.52
39952,0.33,Ideal,D,SI2,62.4,57,492,4.39,4.42,2.75
39960,0.33,Premium,D,SI2,61.6,59,492,4.41,4.42,2.72
39961,0.5,Good,J,VVS2,64.1,57,1105,5,4.95,3.19
39962,0.63,Very Good,G,SI2,63.3,59,1105,5.51,5.31,3.45
39967,0.4,Ideal,E,VVS2,62.6,54,1106,4.71,4.74,2.96
39968,0.4,Ideal,E,VVS2,61.4,59,1106,4.71,4.74,2.9
39969,0.4,Ideal,E,VVS2,62.5,54,1106,4.73,4.77,2.97
39973,0.51,Good,G,SI1,63.1,64,1107,5.08,5.03,3.19
39978,0.5,Ideal,G,SI2,61.4,57,1107,5.1,5.13,3.14
39980,0.41,Ideal,I,VVS1,61.3,56,1107,4.85,4.8,2.96
39987,0.41,Ideal,F,VS2,61.8,56,1107,4.8,4.78,2.96
39990,0.41,Premium,F,VS2,61.3,58,1107,4.84,4.79,2.95
39993,0.41,Premium,F,VS2,60.3,58,1107,4.85,4.8,2.91
39997,0.41,Ideal,F,VS2,61.8,56,1107,4.79,4.76,2.95
40005,0.41,Very Good,F,VS2,63.2,57,1107,4.76,4.74,3
40006,0.41,Ideal,F,VS2,61.9,56,1107,4.76,4.74,2.94
40014,0.31,Premium,E,VVS2,62.3,56,1107,4.34,4.3,2.69
40016,0.51,Very Good,D,SI2,61.5,59,1108,5.07,5.14,3.14
40017,0.42,Ideal,H,VVS1,62.8,57,1108,4.79,4.79,3.01
40018,0.42,Very Good,D,VS1,62.5,57,1109,4.75,4.85,3
40023,0.34,Ideal,D,VS1,60.9,56,1109,4.56,4.51,2.76
40026,0.51,Fair,D,SI2,66.5,58,1109,4.95,4.89,3.27
40029,0.5,Ideal,I,VS2,62.4,55,1110,5.09,5.11,3.18
40030,0.5,Ideal,I,VS2,62,55,1110,5.1,5.12,3.17
40033,0.47,Premium,G,SI1,59.5,60,1110,5.09,5.06,3.02
40035,0.4,Very Good,F,VVS1,62.9,55,1111,4.71,4.74,2.97
40037,0.4,Very Good,F,VVS1,62.3,60,1111,4.65,4.69,2.91
40046,0.54,Good,E,SI2,63.9,54,1112,5.18,5.12,3.29
40048,0.3,Ideal,D,VVS1,62.2,57,1112,4.35,4.3,2.69
40060,0.46,Good,F,VS1,64.4,60,1113,4.88,4.9,3.15
40062,0.53,Premium,H,SI2,62.5,60,1113,5.18,5.16,3.23
40065,0.43,Premium,G,VS2,61.3,58,1113,4.86,4.83,2.97
40067,0.43,Premium,G,VS2,61.2,58,1113,4.9,4.84,2.98
40076,0.3,Ideal,F,VVS1,62.4,56,1114,4.31,4.28,2.68
40077,0.3,Premium,F,VVS1,62,59,1114,4.28,4.24,2.64
40080,0.3,Premium,F,VVS1,61.8,59,1114,4.29,4.26,2.64
40081,0.36,Ideal,D,VVS2,61.6,57,1114,4.59,4.56,2.82
40086,0.33,Ideal,H,IF,61.9,55,1114,4.44,4.42,2.74
40087,0.33,Premium,H,IF,60.3,59,1114,4.49,4.47,2.7
40089,0.33,Premium,H,IF,61.8,60,1114,4.44,4.4,2.73
40091,0.33,Ideal,G,VVS1,61.7,54,1114,4.48,4.47,2.76
40101,0.33,Ideal,G,VVS1,60.8,56,1114,4.46,4.42,2.7
40102,0.33,Ideal,G,VVS1,62.3,55,1114,4.46,4.43,2.77
40104,0.33,Premium,G,VVS1,62.8,59,1114,4.44,4.38,2.77
40110,0.32,Ideal,D,VS1,60.9,57,1114,4.48,4.45,2.72
40112,0.41,Premium,F,VVS2,60.1,59,1115,4.79,4.82,2.89
40118,0.41,Premium,F,VVS2,61,59,1115,4.77,4.83,2.93
40120,0.41,Ideal,F,VVS2,62.6,55,1115,4.73,4.76,2.97
40123,0.41,Ideal,F,VVS2,60.6,57,1115,4.81,4.86,2.93
40129,0.41,Ideal,F,VVS2,61.7,56,1115,4.78,4.81,2.96
40131,0.41,Premium,F,VVS2,62.4,58,1115,4.7,4.76,2.95
40134,0.41,Premium,H,VVS1,60.4,58,1115,4.85,4.79,2.91
40135,0.41,Premium,H,VVS1,61.4,60,1115,4.78,4.73,2.92
40136,0.41,Ideal,H,VVS1,62.2,57,1115,4.78,4.74,2.96
40138,0.7,Premium,G,I1,59.2,61,1115,5.76,5.7,3.39
40140,0.7,Fair,G,I1,64.6,59,1115,5.64,5.48,3.6
40147,0.38,Ideal,F,VS1,61.3,56,1116,4.68,4.72,2.88
40149,0.35,Ideal,G,IF,61.1,56,1116,4.59,4.54,2.79
40152,0.35,Premium,E,VVS1,60.7,59,1116,4.58,4.55,2.77
40164,0.47,Premium,G,VS2,61,59,1116,5.03,5,3.06
40167,0.58,Very Good,G,SI2,63.3,58,1117,5.26,5.29,3.34
40172,0.38,Premium,D,VS2,61.5,62,1117,4.63,4.6,2.84
40183,0.51,Good,H,SI1,63.4,57,1119,5.06,5.09,3.22
40192,0.4,Good,G,IF,59.7,62,1120,4.75,4.8,2.85
40195,0.41,Ideal,G,VS1,61.1,55,1121,4.79,4.83,2.94
40200,0.52,Premium,G,SI2,59.2,60,1121,5.29,5.21,3.11
40202,0.41,Very Good,F,VVS1,61.4,58,1122,4.76,4.78,2.93
40203,0.5,Very Good,F,SI1,60,54,1122,5.13,5.2,3.1
40206,0.53,Very Good,J,VS2,63.3,56,1122,5.18,5.12,3.26
40209,0.31,Ideal,F,IF,62.3,57,1122,4.34,4.3,2.69
40214,0.31,Ideal,F,IF,62.2,56,1122,4.34,4.31,2.69
40217,0.5,Very Good,D,SI2,58.9,60,1123,5.2,5.23,3.07
40218,0.4,Premium,G,VVS1,62.3,58,1123,4.66,4.72,2.92
40222,0.4,Premium,D,VS1,62.1,58,1123,4.7,4.73,2.93
40224,0.4,Very Good,D,VS1,62.9,56,1123,4.67,4.71,2.95
40227,0.4,Premium,G,VVS1,61.5,58,1123,4.69,4.74,2.9
40229,0.4,Ideal,G,VVS1,61.4,55,1123,4.72,4.76,2.91
40230,0.4,Ideal,G,VVS1,61.2,56,1123,4.75,4.79,2.92
40232,0.41,Ideal,G,VVS1,61,55,1123,4.8,4.82,2.93
40234,0.39,Premium,D,VS1,61.7,59,1123,4.69,4.64,2.88
40235,0.53,Very Good,J,VS2,62.4,58,1124,5.15,5.24,3.24
40238,0.39,Ideal,F,VVS1,62.3,55,1124,4.67,4.7,2.92
40239,0.39,Ideal,F,VVS1,61.8,55,1124,4.69,4.73,2.91
40241,0.39,Ideal,F,VVS1,62.1,55,1124,4.69,4.71,2.92
40251,0.51,Premium,H,SI2,62.9,56,1125,5.08,5.06,3.19
40253,0.52,Ideal,I,SI2,61.9,55,1125,5.17,5.23,3.22
40255,0.38,Ideal,G,IF,62,54,1125,4.66,4.7,2.9
40258,0.4,Ideal,H,VVS2,60.8,55,1125,4.82,4.79,2.92
40259,0.4,Premium,H,VVS2,60.9,58,1125,4.79,4.74,2.9
40261,0.33,Premium,G,SI1,62.3,59,492,4.39,4.44,2.75
40263,0.33,Very Good,G,SI1,61.6,57,492,4.42,4.45,2.73
40265,0.33,Very Good,D,SI2,62.9,56,492,4.41,4.43,2.78
40275,0.31,Ideal,G,SI1,61.6,57,493,4.32,4.35,2.67
40278,0.31,Ideal,G,SI1,62.1,54,493,4.34,4.36,2.7
40280,0.32,Ideal,J,VVS1,62.3,54,494,4.41,4.43,2.75
40287,0.3,Ideal,E,I1,60.3,57,495,4.39,4.36,2.64
40290,0.3,Ideal,H,VS2,61.9,55,496,4.28,4.31,2.66
40294,0.4,Ideal,H,VVS2,62.3,57,1125,4.73,4.71,2.94
40298,0.4,Ideal,G,VS1,62.4,57,1125,4.74,4.72,2.95
40307,0.4,Premium,E,VS1,60.4,59,1125,4.81,4.76,2.89
40310,0.4,Ideal,E,VS1,62.6,56,1125,4.72,4.67,2.94
40311,0.4,Premium,E,VS1,62.5,58,1125,4.72,4.69,2.94
40319,0.5,Premium,F,SI2,59.9,60,1125,5.22,5.16,3.11
40320,0.4,Ideal,D,VS2,60.5,57,1125,4.8,4.76,2.89
40326,0.5,Ideal,G,SI2,61,57,1127,5.13,5.15,3.13
40331,0.56,Ideal,G,SI2,61,57,1127,5.34,5.32,3.25
40333,0.4,Ideal,F,VVS1,61.7,57,1128,4.72,4.75,2.92
40336,0.51,Good,H,VS2,61.8,65,1128,5.07,5.02,3.12
40346,0.51,Good,G,SI2,63.6,54,1129,5.08,5.05,3.22
40347,0.43,Ideal,I,IF,62,55,1129,4.85,4.83,3
40352,0.43,Premium,G,VVS2,62.3,60,1129,4.85,4.78,3
40353,0.43,Premium,G,VVS2,62.2,55,1129,4.84,4.81,3
40360,0.43,Ideal,D,VS2,60.7,57,1129,4.91,4.88,2.97
40362,0.43,Ideal,D,VS2,61.8,56,1129,4.83,4.81,2.98
40363,0.43,Ideal,D,VS2,62,55,1129,4.86,4.81,3
40364,0.3,Premium,D,IF,62.1,59,1130,4.27,4.29,2.66
40365,0.51,Good,E,SI2,63.3,56,1130,5.08,5.12,3.23
40367,0.33,Ideal,E,VVS1,61.3,56,1130,4.43,4.48,2.73
40371,0.48,Good,G,VS2,60.3,60.7,1130,5.06,5.11,3.06
40373,0.42,Very Good,F,VVS2,61.6,59,1131,4.83,4.84,2.98
40375,0.39,Very Good,F,IF,60.8,55,1131,4.73,4.77,2.89
40377,0.36,Ideal,E,VVS2,61,55,1131,4.6,4.62,2.81
40391,0.53,Very Good,F,SI2,60.5,60,1132,5.19,5.23,3.15
40393,0.58,Ideal,I,SI1,62.2,54,1132,5.35,5.39,3.34
40394,0.4,Very Good,D,VVS2,60.8,56,1133,4.78,4.82,2.92
40400,0.34,Ideal,D,VVS1,61.7,57,1133,4.49,4.52,2.78
40403,0.55,Ideal,J,VS2,60.4,58,1133,5.29,5.34,3.21
40405,0.54,Ideal,G,SI2,61.8,54,1133,5.24,5.28,3.25
40410,0.57,Fair,F,SI1,65.8,58,1133,5.2,5.1,3.39
40411,0.55,Premium,E,SI2,58.4,61,1134,5.37,5.31,3.12
40421,0.5,Fair,H,VS1,67.1,58,1134,4.94,4.89,3.3
40426,0.54,Very Good,I,SI1,63.2,57,1135,5.17,5.21,3.28
40432,0.42,Ideal,G,SI1,61.6,56,1136,4.83,4.85,2.98
40437,0.5,Premium,G,SI1,63,56,1138,5.07,5.02,3.18
40438,0.36,Ideal,F,IF,61.4,55.9,1138,4.58,4.62,2.82
40439,0.52,Good,D,SI2,61.8,58,1138,5.17,5.21,3.21
40443,0.4,Good,E,VS1,63.8,57,1138,4.72,4.69,3
40445,0.7,Premium,G,I1,59.7,59,1138,5.76,5.57,3.39
40451,0.51,Very Good,I,VS2,63.3,56,1140,5.02,5.06,3.19
40453,0.31,Ideal,F,VVS1,60.7,57,1140,4.41,4.39,2.67
40462,0.38,Ideal,D,VS1,62.5,56,1140,4.67,4.64,2.91
40465,0.32,Ideal,D,VVS1,61.8,56,1140,4.41,4.39,2.72
40466,0.32,Ideal,D,VVS1,61.3,57,1140,4.42,4.39,2.7
40467,0.32,Ideal,D,VVS1,61.9,56,1140,4.39,4.36,2.71
40469,0.32,Ideal,D,VVS1,61.7,55,1140,4.44,4.41,2.73
40470,0.38,Ideal,D,VS1,62,55,1140,4.68,4.64,2.89
40478,0.53,Premium,E,SI2,60.5,60,1141,5.21,5.24,3.16
40481,0.55,Very Good,G,SI1,60.7,56,1141,5.32,5.38,3.25
40490,0.42,Premium,F,VVS2,59.6,59,1142,4.83,4.86,2.89
40491,0.42,Ideal,F,VVS2,61.1,57,1142,4.82,4.84,2.95
40493,0.42,Premium,F,VVS2,61.7,59,1142,4.78,4.82,2.96
40494,0.42,Ideal,F,VVS2,61.3,57,1142,4.8,4.82,2.95
40495,0.42,Premium,F,VVS2,60.3,59,1142,4.83,4.86,2.92
40500,0.42,Premium,H,VVS1,62,58,1142,4.82,4.79,2.98
40503,0.43,Very Good,G,VVS1,60.7,57,1143,4.87,4.89,2.96
40519,0.37,Ideal,D,VVS2,61.6,56,1145,4.65,4.61,2.85
40521,0.52,Very Good,E,SI2,61.1,57,1146,5.2,5.24,3.19
40522,0.51,Good,D,SI2,64.2,56,1146,5.02,5.05,3.23
40531,0.7,Fair,I,I1,68.6,57,1147,5.46,5.34,3.71
40532,0.72,Fair,G,I1,65.1,57,1147,5.65,5.55,3.65
40535,0.43,Ideal,F,VVS2,61.5,55,1148,4.85,4.88,2.99
40538,0.34,Ideal,F,IF,60.7,57,1148,4.53,4.5,2.74
40540,0.36,Premium,G,IF,61,59,1148,4.6,4.55,2.79
40541,0.36,Ideal,G,IF,61.6,55,1148,4.59,4.57,2.82
40543,0.35,Premium,E,IF,59,61,1148,4.64,4.62,2.73
40546,0.45,Good,D,VS2,63.7,61,1149,4.81,4.73,3.04
40547,0.42,Ideal,G,VVS1,61.9,56,1150,4.8,4.85,2.98
40548,0.52,Ideal,G,SI2,61.3,56,1150,5.19,5.22,3.19
40554,0.41,Very Good,D,VS1,62.9,57,1151,4.73,4.75,2.98
40560,0.41,Very Good,G,VVS1,60.3,60,1151,4.74,4.78,2.87
40564,0.41,Ideal,D,VS1,62.1,56,1151,4.77,4.8,2.97
40566,0.41,Premium,G,VVS1,59.9,59,1151,4.79,4.83,2.88
40569,0.43,Ideal,H,IF,61.9,55,1151,4.87,4.89,3.02
40572,0.4,Ideal,D,VVS2,61.4,56,1152,4.8,4.75,2.93
40573,0.4,Premium,D,VVS2,58.3,59,1152,4.9,4.88,2.85
40580,0.54,Ideal,G,SI2,60.4,59,1153,5.24,5.29,3.18
40581,0.5,Ideal,G,SI1,62.1,57,1153,5.05,5.09,3.15
40582,0.4,Ideal,H,IF,61.9,56,1153,4.72,4.75,2.93
40587,0.41,Premium,E,VS1,59.9,58,1153,4.88,4.83,2.91
40592,0.3,Fair,F,SI1,63.1,58,496,4.3,4.22,2.69
40594,0.28,Ideal,G,VS2,62.2,54,497,4.21,4.24,2.63
40604,0.23,Very Good,E,VVS2,60.7,58,498,3.96,4.01,2.42
40605,0.24,Ideal,G,VVS2,61.2,56,498,3.99,4.02,2.45
40608,0.23,Ideal,F,VS2,61.5,55,498,3.93,3.97,2.43
40622,0.41,Premium,E,VS1,60.8,59,1153,4.82,4.76,2.91
40624,0.41,Ideal,E,VS1,61.7,57,1153,4.8,4.76,2.95
40635,0.41,Ideal,E,VS1,62.3,57,1153,4.77,4.74,2.96
40642,0.41,Ideal,E,VS1,62.7,55,1153,4.76,4.72,2.97
40647,0.54,Ideal,F,SI2,61.1,56,1154,5.22,5.26,3.2
40648,0.5,Very Good,E,SI2,62.4,57,1154,5.03,5.07,3.15
40650,0.5,Ideal,E,SI2,62.5,57,1154,5.04,5.07,3.16
40651,0.5,Very Good,E,SI2,61.3,56,1154,5.08,5.13,3.13
40659,0.5,Premium,E,SI2,59.5,59,1154,5.16,5.19,3.08
40660,0.38,Ideal,E,VVS1,61.5,56,1154,4.67,4.7,2.88
40663,0.5,Ideal,H,SI1,62.2,53,1154,5.06,5.14,3.17
40667,0.31,Ideal,F,IF,60.2,57,1155,4.38,4.44,2.65
40672,0.44,Premium,F,VS1,61.2,61,1155,4.88,4.83,2.97
40673,0.44,Ideal,E,VS1,61.5,56,1155,4.92,4.9,3.02
40675,0.5,Premium,E,SI1,61.4,58,1155,5.17,5.09,3.15
40680,0.5,Premium,E,SI1,62.4,58,1155,5.06,5.01,3.14
40692,0.5,Good,D,SI2,63.4,59,1157,5,5.03,3.18
40694,0.41,Ideal,F,VVS1,62.3,56,1157,4.77,4.79,2.98
40696,0.4,Ideal,E,VVS2,61.5,56,1158,4.74,4.79,2.93
40698,0.4,Ideal,E,VVS2,62.2,56,1158,4.71,4.78,2.95
40700,0.4,Ideal,E,VVS2,61.7,55,1158,4.74,4.76,2.93
40702,0.44,Very Good,E,VS1,60.7,58,1158,4.88,4.91,2.97
40708,0.7,Fair,F,I1,65.9,57,1158,5.64,5.5,3.67
40712,0.62,Premium,H,SI2,61,62,1159,5.47,5.42,3.32
40713,0.53,Premium,H,SI1,61.2,60,1159,5.22,5.1,3.16
40714,0.41,Very Good,D,VVS2,62.5,54,1160,4.79,4.81,3
40716,0.59,Very Good,H,SI2,60.3,56,1160,5.43,5.48,3.29
40723,0.5,Ideal,H,SI1,59.2,62,1160,5.17,5.2,3.07
40735,0.46,Very Good,I,VVS1,62.9,57,1163,4.91,4.95,3.1
40736,0.34,Ideal,E,IF,62,56,1163,4.47,4.5,2.78
40737,0.34,Ideal,E,IF,62,56,1163,4.49,4.51,2.79
40740,0.54,Good,E,SI2,63.4,56,1163,5.14,5.18,3.27
40750,0.4,Ideal,F,VVS2,61.7,55,1163,4.76,4.74,2.93
40753,0.4,Premium,F,VVS2,60.8,59,1163,4.76,4.72,2.88
40762,0.42,Good,F,VVS1,61.2,64,1164,4.75,4.8,2.92
40765,0.41,Very Good,H,VVS1,62,56,1166,4.77,4.81,2.97
40779,0.35,Premium,D,VVS1,60.8,58,1167,4.53,4.55,2.76
40782,0.43,Good,F,VS1,61.4,61.1,1167,4.85,4.87,2.98
40787,0.4,Ideal,F,VVS1,62.3,54,1168,4.75,4.78,2.97
40788,0.4,Ideal,F,VVS1,61.9,55,1168,4.75,4.78,2.95
40790,0.31,Ideal,F,IF,61.4,56,1168,4.37,4.42,2.7
40794,0.46,Good,F,VS1,59.9,61.9,1168,5.02,5.06,3.01
40800,0.43,Ideal,F,VVS2,61.9,56,1169,4.82,4.87,3
40803,0.51,Ideal,F,SI2,60.5,55,1169,5.17,5.21,3.14
40807,0.6,Premium,H,SI1,62.4,58,1170,5.4,5.34,3.35
40820,0.39,Ideal,D,VS1,62,57,1170,4.71,4.67,2.91
40821,0.51,Ideal,E,SI2,63,56,1170,5.14,5.12,3.23
40822,0.39,Premium,G,VVS1,59.9,59,1170,4.75,4.73,2.84
40823,0.39,Ideal,G,VVS1,62.3,57,1170,4.7,4.64,2.91
40824,0.39,Premium,G,VVS1,60.4,59,1170,4.75,4.72,2.86
40827,0.48,Premium,F,SI1,61.1,61,1170,5.05,5,3.07
40830,0.32,Very Good,D,IF,62,56,1171,4.39,4.43,2.73
40836,0.51,Good,G,SI1,63.7,55,1172,5.07,5.1,3.24
40838,0.41,Good,F,VVS2,58.6,60,1172,4.83,4.87,2.84
40839,0.5,Premium,H,SI1,62.9,58,1172,5.04,5.01,3.16
40874,0.5,Fair,H,VS2,65.1,59,1175,5.02,5.06,3.28
40875,0.73,Fair,I,I1,66.1,58,1175,5.63,5.5,3.68
40881,0.57,Very Good,I,SI1,63.3,56,1176,5.29,5.27,3.34
40885,0.57,Premium,J,VS2,60.2,62,1176,5.4,5.33,3.23
40886,0.57,Premium,F,SI2,61.7,59,1176,5.34,5.31,3.29
40887,0.57,Premium,F,SI2,61.4,56,1176,5.38,5.29,3.28
40888,0.56,Premium,G,SI1,61.7,58,1176,5.31,5.29,3.27
40894,0.51,Ideal,E,SI2,62.7,53,1177,5.09,5.12,3.2
40896,0.44,Ideal,H,IF,61.9,54,1177,4.9,4.95,3.05
40906,0.5,Premium,D,SI2,58.5,60,1178,5.21,5.19,3.04
40915,0.42,Ideal,D,VS1,62.1,56,1179,4.78,4.82,2.98
40916,0.42,Premium,G,VVS1,59.8,58,1179,4.85,4.88,2.91
40918,0.42,Ideal,G,VVS1,60.6,56,1179,4.86,4.88,2.95
40925,0.3,Ideal,F,SI1,62,55.1,499,4.29,4.32,2.67
40927,0.3,Ideal,E,SI1,61.1,57,499,4.3,4.34,2.64
40928,0.3,Ideal,E,SI1,62.4,57,499,4.27,4.29,2.67
40929,0.3,Ideal,E,SI1,61.6,54,499,4.32,4.35,2.67
40933,0.3,Ideal,E,SI1,62.1,56,499,4.31,4.36,2.69
40935,0.24,Good,E,VVS1,63.8,56,499,3.95,3.98,2.53
40940,0.25,Very Good,I,VVS2,62.1,56,500,4.03,4.05,2.51
40949,0.3,Good,F,SI1,63.5,59,500,4.19,4.22,2.67
40953,0.42,Ideal,D,VS1,61.5,54,1179,4.79,4.84,2.96
40954,0.42,Ideal,G,VVS1,61.6,55,1179,4.81,4.87,2.98
40955,0.42,Premium,D,VS1,60.8,60,1179,4.84,4.87,2.95
40956,0.42,Ideal,G,VVS1,61.1,56,1179,4.82,4.87,2.96
40958,0.42,Ideal,G,VVS1,61.2,57,1179,4.78,4.82,2.94
40964,0.46,Good,G,VS1,59.5,61.4,1179,4.95,5,2.96
40967,0.57,Very Good,I,SI1,62.5,58,1180,5.22,5.27,3.28
40970,0.45,Good,H,VVS1,56.8,64,1180,5.08,4.99,2.86
40977,0.41,Premium,D,VVS2,61.9,59,1181,4.78,4.75,2.95
40980,0.41,Premium,D,VVS2,62.2,58,1181,4.8,4.78,2.98
40987,0.5,Ideal,E,SI2,63,57,1181,5.09,5.04,3.19
40989,0.45,Premium,G,VVS2,61.4,61,1181,4.95,4.89,3.02
40994,0.63,Premium,J,SI1,61.9,59,1181,5.49,5.47,3.39
41001,0.39,Very Good,F,IF,59.9,59,1183,4.78,4.84,2.88
41002,0.43,Ideal,G,VVS1,61.8,55,1183,4.87,4.9,3.02
41005,0.55,Ideal,F,SI2,61.7,55,1183,5.26,5.28,3.25
41006,0.55,Ideal,F,SI2,61.4,55,1183,5.27,5.29,3.24
41009,0.58,Ideal,H,SI1,61.6,57,1184,5.34,5.38,3.3
41011,0.42,Very Good,D,VVS2,62.8,59,1185,4.73,4.76,2.98
41019,0.55,Premium,G,SI2,60.3,58,1186,5.35,5.33,3.22
41020,0.25,Premium,G,SI2,59,60,1186,5.33,5.28,3.12
41025,0.5,Very Good,G,SI1,62.9,59,1187,5.04,5.07,3.18
41026,0.41,Ideal,E,VVS2,62.2,54,1187,4.76,4.79,2.97
41030,0.41,Premium,E,VVS2,60.9,60,1187,4.81,4.82,2.93
41035,0.41,Ideal,E,VVS2,61.6,56,1187,4.78,4.8,2.95
41037,0.41,Ideal,E,VVS2,61.9,56,1187,4.75,4.78,2.95
41038,0.41,Premium,E,VVS2,61.8,59,1187,4.74,4.78,2.94
41042,0.41,Ideal,E,VVS2,61.8,57,1187,4.75,4.8,2.95
41048,0.51,Ideal,G,SI2,62,56,1188,5.13,5.16,3.19
41052,0.5,Very Good,F,I1,63.3,59,1188,5.03,4.99,3.17
41063,0.5,Good,D,SI1,64.1,56,1190,5.03,4.98,3.21
41064,0.49,Ideal,H,SI2,60.7,56,1190,5.13,5.18,3.13
41066,0.52,Premium,F,SI1,61.5,60,1191,5.15,5.16,3.17
41070,0.51,Ideal,H,SI1,59.9,56,1192,5.19,5.23,3.12
41072,0.41,Premium,F,VVS2,60.1,58,1192,4.83,4.79,2.89
41074,0.41,Ideal,F,VVS2,60.1,57,1192,4.85,4.83,2.91
41077,0.41,Premium,F,VVS2,60.3,58,1192,4.83,4.79,2.9
41086,0.41,Ideal,F,VVS2,61.9,55,1192,4.79,4.74,2.95
41090,0.41,Ideal,F,VVS2,62.6,55,1192,4.76,4.73,2.97
41091,0.41,Ideal,F,VVS2,62.3,56,1192,4.77,4.73,2.96
41102,0.51,Fair,F,SI1,65.2,57,1193,5.03,5.09,3.3
41108,0.59,Ideal,F,SI2,61.7,54,1195,5.4,5.46,3.35
41112,0.51,Premium,F,SI2,58.9,60,1195,5.24,5.19,3.07
41117,0.44,Premium,F,VVS2,61.6,58,1196,4.85,4.89,3
41133,0.42,Very Good,D,VVS1,61.4,55,1197,4.82,4.86,2.97
41138,0.5,Good,G,SI1,63.6,55,1197,5.03,5.06,3.21
41144,0.56,Ideal,H,SI1,61.7,56,1197,5.26,5.3,3.26
41160,0.38,Ideal,D,VVS2,61.5,57,1200,4.63,4.67,2.86
41162,0.38,Ideal,D,VVS2,61.3,56,1200,4.63,4.73,2.87
41164,0.52,Very Good,E,SI2,62.9,56,1200,5.08,5.12,3.21
41167,0.38,Ideal,D,VVS2,61.5,56,1200,4.64,4.66,2.86
41173,0.4,Ideal,G,VVS1,61.4,55,1200,4.76,4.72,2.91
41183,0.4,Premium,D,VS1,62.5,60,1200,4.72,4.66,2.93
41185,0.4,Ideal,D,VS1,59.9,57,1200,4.82,4.77,2.87
41191,0.44,Ideal,G,VVS1,62.3,56,1202,4.85,4.87,3.03
41197,0.51,Very Good,F,SI1,62.5,59,1203,5.08,5.1,3.18
41198,0.5,Ideal,F,SI2,60.9,57,1203,5.16,5.13,3.13
41200,0.32,Ideal,F,IF,61.8,56,1204,4.4,4.44,2.73
41201,0.32,Ideal,F,IF,61.2,56,1204,4.41,4.45,2.71
41202,0.4,Very Good,E,VVS2,60.5,58,1205,4.76,4.8,2.89
